4512	1	9	5	1	2012-10-19
4512	2	19	5	-1	2012-11-13
4512	3	28	2	0	2012-11-01
4512	4	14	3	1	2012-10-08
4512	5	19	4	-1	2012-10-20
4512	6	28	4	-1	2012-10-15
4512	7	14	2	-1	2012-09-27
4512	8	22	4	1	2012-11-12
4512	9	19	1	-1	2012-08-19
4512	10	19	1	-1	2012-11-09
4512	11	25	7	0	2012-09-27
4512	12	3	2	0	2012-09-15
4512	13	14	1	1	2012-10-31
4512	14	25	4	-1	2012-09-12
4512	15	19	2	-1	2012-09-22
4512	16	28	2	0	2012-10-16
4512	17	25	1	0	2012-10-19
4512	18	19	2	-1	2012-09-07
4512	19	14	4	-1	2012-10-30
4512	20	19	3	0	2012-08-28
4512	21	22	2	1	2012-10-07
4512	22	8	4	1	2012-09-26
4512	23	3	6	1	2012-08-27
4512	24	14	3	0	2012-10-03
4512	25	25	5	1	2012-11-16
4512	26	8	1	-1	2012-11-20
4512	27	28	3	1	2012-10-10
4512	28	23	4	0	2012-10-05
4512	29	28	7	0	2012-09-16
4512	30	22	7	0	2012-11-05
4512	31	28	1	-1	2012-10-07
4512	32	22	4	1	2012-10-09
4512	33	23	1	-1	2012-10-14
4512	34	3	2	-1	2012-11-23
4512	35	14	1	0	2012-09-21
4512	36	9	4	0	2012-08-29
4512	37	19	6	1	2012-10-03
4512	38	3	3	-1	2012-10-04
4512	39	8	2	1	2012-10-09
4512	40	28	5	1	2012-08-22
4512	41	19	4	0	2012-10-30
4512	42	14	3	0	2012-11-16
4512	43	14	6	1	2012-09-19
4512	44	8	7	-1	2012-10-15
4512	45	8	3	1	2012-11-18
4512	46	3	4	0	2012-09-13
4512	47	3	3	-1	2012-09-13
4512	48	19	1	0	2012-09-16
4512	49	22	4	0	2012-10-12
4512	50	14	1	1	2012-09-06
4512	51	28	2	1	2012-09-30
4512	52	5	5	1	2012-10-03
4512	53	19	3	1	2012-08-18
4512	54	9	7	-1	2012-10-08
4512	55	3	3	-1	2012-09-07
4512	56	8	7	-1	2012-08-26
4512	57	9	4	-1	2012-09-18
4512	58	3	5	1	2012-10-19
4512	59	14	3	-1	2012-10-07
4512	60	9	2	-1	2012-10-11
4512	61	22	3	0	2012-09-11
4512	62	19	3	0	2012-10-31
4512	63	3	6	-1	2012-08-28
4512	64	9	3	1	2012-08-30
4512	65	19	7	1	2012-11-17
4512	66	23	7	-1	2012-10-05
4512	67	8	6	-1	2012-08-28
4512	68	8	4	1	2012-08-31
4512	69	28	4	0	2012-11-17
4512	70	23	5	1	2012-11-06
4512	71	9	6	0	2012-11-01
4512	72	25	1	1	2012-09-30
4512	73	28	7	1	2012-09-28
4512	74	19	6	0	2012-08-31
4512	75	19	2	-1	2012-11-18
4512	76	19	6	-1	2012-08-30
4512	77	28	1	1	2012-10-11
4512	78	14	5	0	2012-10-10
4512	79	19	4	1	2012-09-20
4512	80	5	6	1	2012-10-25
4512	81	19	6	0	2012-11-16
4512	82	19	4	0	2012-10-24
4512	83	28	6	-1	2012-11-02
4512	84	3	7	1	2012-09-17
4512	85	28	2	1	2012-10-20
4512	86	22	4	0	2012-10-28
4512	87	5	4	1	2012-11-10
4512	88	22	6	0	2012-08-22
4512	89	19	3	0	2012-08-18
4512	90	22	5	0	2012-09-01
4512	91	22	2	-1	2012-11-22
4512	92	19	6	0	2012-09-10
4512	93	28	3	1	2012-10-20
4512	94	25	1	0	2012-10-20
4512	95	9	6	-1	2012-11-09
4512	96	3	4	-1	2012-10-03
4512	97	3	3	0	2012-08-24
4512	98	25	5	-1	2012-11-08
4512	99	28	7	-1	2012-11-04
4512	100	8	6	-1	2012-11-04
4512	101	9	2	1	2012-11-19
4512	102	5	6	1	2012-09-27
4512	103	28	4	1	2012-11-13
4512	104	23	3	1	2012-11-11
4512	105	25	5	-1	2012-09-17
4512	106	14	4	0	2012-11-15
4512	107	9	7	1	2012-10-24
4512	108	22	2	1	2012-11-11
4512	109	8	3	0	2012-10-07
4512	110	5	6	-1	2012-09-23
4512	111	25	4	-1	2012-09-23
4512	112	8	7	1	2012-11-07
4512	113	25	4	0	2012-09-06
4512	114	23	6	-1	2012-08-29
4512	115	28	2	-1	2012-08-31
4512	116	5	6	0	2012-11-15
4512	117	23	7	0	2012-10-29
4512	118	5	4	1	2012-09-13
4512	119	25	7	-1	2012-08-28
4512	120	28	7	0	2012-11-08
4512	121	5	6	1	2012-09-15
4512	122	9	6	-1	2012-11-20
4512	123	28	6	0	2012-11-11
4512	124	19	7	-1	2012-08-20
4512	125	28	5	1	2012-11-05
4512	126	8	6	1	2012-10-22
4512	127	8	1	0	2012-10-26
4512	128	14	7	0	2012-11-07
4512	129	22	1	-1	2012-09-15
4512	130	3	1	0	2012-11-09
4512	131	25	1	0	2012-09-14
4512	132	19	6	0	2012-10-29
4512	133	3	2	0	2012-10-20
4512	134	5	4	1	2012-10-25
4512	135	9	5	0	2012-11-09
4512	136	3	4	-1	2012-10-22
4512	137	9	7	0	2012-11-06
4512	138	22	1	-1	2012-09-24
4512	139	5	3	1	2012-11-09
4512	140	9	3	1	2012-09-02
4512	141	3	2	-1	2012-10-04
4512	142	25	6	-1	2012-08-18
4512	143	3	5	-1	2012-10-12
4512	144	3	6	0	2012-09-19
4512	145	23	4	-1	2012-10-26
4512	146	14	3	-1	2012-11-21
4512	147	19	2	0	2012-10-23
4512	148	3	7	1	2012-09-07
4512	149	3	4	-1	2012-11-19
4512	150	3	5	0	2012-10-12
4512	151	25	5	-1	2012-10-16
4512	152	14	2	-1	2012-08-31
4512	153	9	2	0	2012-10-30
4512	154	8	5	-1	2012-09-13
4512	155	25	1	1	2012-09-25
4512	156	9	4	1	2012-10-20
4512	157	8	1	-1	2012-11-02
4512	158	3	1	0	2012-11-14
4512	159	8	6	0	2012-10-27
4512	160	28	7	0	2012-09-11
4512	161	25	3	0	2012-10-11
4512	162	3	3	-1	2012-10-05
4512	163	14	4	-1	2012-10-07
4512	164	5	5	0	2012-10-21
4512	165	22	6	-1	2012-09-20
4512	166	25	2	0	2012-11-21
4512	167	9	1	-1	2012-10-27
4512	168	3	1	-1	2012-08-26
4512	169	19	6	-1	2012-09-10
4512	170	3	3	0	2012-10-11
4512	171	19	4	0	2012-10-07
4512	172	19	4	0	2012-10-16
4512	173	25	7	1	2012-11-03
4512	174	22	1	-1	2012-10-10
4512	175	25	1	-1	2012-10-17
4512	176	19	1	-1	2012-11-05
4512	177	14	4	-1	2012-08-20
4512	178	23	5	-1	2012-10-25
4512	179	25	7	0	2012-11-05
4512	180	23	6	1	2012-09-07
4512	181	22	6	1	2012-10-09
4512	182	25	3	0	2012-10-01
4512	183	19	5	0	2012-10-08
4512	184	14	1	0	2012-10-28
4512	185	8	6	0	2012-09-30
4512	186	3	7	0	2012-09-23
4512	187	25	4	-1	2012-10-19
4512	188	5	2	-1	2012-11-20
4512	189	23	5	1	2012-11-08
4512	190	3	6	0	2012-11-13
4512	191	5	5	-1	2012-10-01
4512	192	22	3	0	2012-09-14
4512	193	25	1	0	2012-09-28
4512	194	9	2	-1	2012-10-28
4512	195	19	6	-1	2012-08-26
4512	196	19	1	1	2012-10-27
4512	197	25	4	0	2012-10-09
4512	198	23	7	0	2012-10-09
4512	199	9	1	0	2012-10-05
4512	200	3	1	0	2012-11-04
4512	201	25	2	0	2012-09-05
4512	202	10	6	0	2012-09-09
4512	203	16	6	1	2012-10-19
4512	204	30	2	0	2012-10-09
4512	205	30	1	0	2012-09-04
4512	206	18	3	1	2012-09-15
4512	207	23	5	-1	2012-09-28
4512	208	18	7	1	2012-09-11
4512	209	23	6	-1	2012-10-01
4512	210	4	1	-1	2012-09-22
4512	211	18	4	-1	2012-10-14
4512	212	25	6	0	2012-10-05
4512	213	29	2	0	2012-09-19
4512	214	30	7	0	2012-09-09
4512	215	10	4	-1	2012-09-30
4512	216	10	3	0	2012-09-10
4512	217	23	2	0	2012-09-13
